ID;year_;box;nest;transponder;tarsus;weight;fledge_date;hatch_day;fledge_day;fledge_age;fledge_time;sunrise;fledge_time_sunrise;solar_noon;median;order;surviveSNB;surviveSF;survive;epy;sex
B4X1129;2018;157;157_2018;72A0000000008001;17.97;11.5;28/05/2018;128;148;20;9.516667;5.40;4.12;13.23;-0.43;5;1;1;1;0;1
B4X1127;2018;157;157_2018;4AA0000000008001;18.08;11.2;28/05/2018;128;148;20;9.537778;5.40;4.14;13.23;-0.43;6;1;0;1;0;1
B4X1128;2018;157;157_2018;06A0000000008001;17.92;10.8;28/05/2018;128;148;20;9.788611;5.40;4.39;13.23;-0.43;7;0;0;0;0;1
B4X1133;2018;157;157_2018;19A0000000008001;17.93;11.3;28/05/2018;128;148;20;9.858611;5.40;4.46;13.23;-0.43;8;0;0;0;0;1
B4X1136;2018;157;157_2018;EEA0000000008001;17.72;10.4;28/05/2018;128;148;20;9.958611;5.40;4.56;13.23;-0.43;9;0;0;0;0;1
B4X1135;2018;157;157_2018;62A0000000008001;16.85;9.4;28/05/2018;128;148;20;11.903611;5.40;6.50;13.23;-0.43;10;0;0;0;0;2
B4P9283;2017;158;158_2017;5.98E+15;17.57;12;26/05/2017;128;146;18;16.661667;5.42;11.25;13.23;-1.05;1;0;0;0;0;1
B4P9281;2017;158;158_2017;3.88E+15;17.07;12.2;27/05/2017;128;147;19;11.695000;5.40;6.30;13.23;-1.05;2;0;0;0;0;1
B4P9282;2017;158;158_2017;7.18E+15;16.86;10.4;27/05/2017;128;147;19;12.714722;5.40;7.31;13.23;-1.05;3;0;0;0;0;2
B4P9284;2017;158;158_2017;7D80000000008001;16.84;11.1;27/05/2017;128;147;19;16.506111;5.40;11.11;13.23;-1.05;4;1;1;1;0;1
B4P8935;2017;159;159_2017;8C00000000008001;16.52;11;23/05/2017;122;143;21;7.441111;5.47;1.97;13.22;-1.43;1;1;1;1;0;1
B4P8934;2017;159;159_2017;5.4E+15;16.56;10.2;23/05/2017;122;143;21;7.741944;5.47;2.28;13.22;-1.43;2;0;0;0;0;1
B4P8933;2017;159;159_2017;F400000000008001;16.4;10.7;23/05/2017;122;143;21;7.749444;5.47;2.28;13.22;-1.43;3;0;0;0;0;1
B4P9760;2017;16;16_2017;3A40000000008001;17.54;11.2;10/06/2017;142;161;19;9.138889;5.27;3.87;13.26;-1.25;1;0;0;0;1;1
B4P9765;2017;16;16_2017;3.24E+15;16.89;10.4;10/06/2017;142;161;19;19.766111;5.27;14.50;13.26;-1.25;2;0;0;0;0;1
B4P9761;2017;16;16_2017;1.4E+14;16.83;10.4;10/06/2017;142;161;19;19.888889;5.27;14.62;13.26;-1.25;3;0;0;0;0;2
B4P9763;2017;16;16_2017;6.94E+15;17.25;10.3;11/06/2017;142;162;20;7.208056;5.27;1.94;13.26;-1.25;4;0;0;0;0;2
B4P9766;2017;16;16_2017;1.14E+15;17.29;10.3;11/06/2017;142;162;20;9.946667;5.27;4.68;13.26;-1.25;5;0;0;0;0;2
B4P9762;2017;16;16_2017;FE40000000008001;17.38;10.5;11/06/2017;142;162;20;10.005278;5.27;4.74;13.26;-1.25;6;0;0;0;0;1
B4P9764;2017;16;16_2017;0A40000000008001;17.24;9.5;11/06/2017;142;162;20;10.021111;5.27;4.75;13.26;-1.25;7;0;0;0;0;1
B4P9767;2017;16;16_2017;2.24E+15;17.85;10.2;11/06/2017;142;162;20;10.038889;5.27;4.77;13.26;-1.25;8;0;0;0;0;1
B4X1645;2018;160;160_2018;90E0000000008001;16.48;10;05/06/2018;136;156;20;7.627222;5.30;2.33;13.24;-1.11;1;0;0;0;0;2
B4X1647;2018;160;160_2018;E0E0000000008001;16.38;10.2;05/06/2018;136;156;20;8.320556;5.30;3.02;13.24;-1.11;2;0;0;0;0;2
B4X1651;2018;160;160_2018;A8E0000000008001;15.97;10.4;05/06/2018;136;156;20;8.341111;5.30;3.04;13.24;-1.11;3;0;0;0;0;2
B4X1650;2018;160;160_2018;D8E0000000008001;16.46;9.9;05/06/2018;136;156;20;8.421111;5.30;3.12;13.24;-1.11;4;0;0;0;0;2
B4X1652;2018;160;160_2018;68E0000000008001;16.49;10.6;05/06/2018;136;156;20;8.566389;5.30;3.27;13.24;-1.11;5;0;0;0;0;1
B4X1646;2018;160;160_2018;10E0000000008001;16.82;10.6;05/06/2018;136;156;20;8.960278;5.30;3.66;13.24;-1.11;6;0;0;0;0;1
B4X1649;2018;160;160_2018;28E0000000008001;16.28;10.1;05/06/2018;136;156;20;10.032222;5.30;4.73;13.24;-1.11;7;0;0;0;0;1
B4P8987;2017;161;161_2017;6.3E+15;15.54;9.4;25/05/2017;124;145;21;7.965556;5.43;2.53;13.22;-1.77;1;0;0;0;1;2
B4P8988;2017;161;161_2017;E300000000008001;16.17;10.3;25/05/2017;124;145;21;10.212500;5.43;4.78;13.22;-1.77;2;0;0;0;1;1
B4P8989;2017;161;161_2017;A300000000008001;16.28;9.6;25/05/2017;124;145;21;10.337222;5.43;4.90;13.22;-1.77;3;0;0;0;0;2
B4P8986;2017;161;161_2017;0E00000000008001;15.03;9.1;25/05/2017;124;145;21;10.715833;5.43;5.28;13.22;-1.77;4;0;0;0;1;1
B4X1345;2018;161;161_2018;ABE0000000008001;16.55;11.6;28/05/2018;129;148;19;8.911944;5.40;3.51;13.23;-1.02;1;0;0;0;0;1
B4X1350;2018;161;161_2018;5BE0000000008001;16.48;11.4;29/05/2018;129;149;20;6.566111;5.38;1.18;13.23;-1.02;2;1;0;1;0;1
B4X1347;2018;161;161_2018;1BE0000000008001;16.52;10.8;29/05/2018;129;149;20;6.581111;5.38;1.20;13.23;-1.02;3;0;0;0;0;1
B4X1344;2018;161;161_2018;2BE0000000008001;16.44;10.5;29/05/2018;129;149;20;6.600278;5.38;1.22;13.23;-1.02;4;0;0;0;0;2
B4X1342;2018;161;161_2018;4BE0000000008001;16.69;11.1;29/05/2018;129;149;20;6.641944;5.38;1.26;13.23;-1.02;5;0;0;0;0;1
B4X1343;2018;161;161_2018;CBE0000000008001;16.05;10.9;29/05/2018;129;149;20;6.993889;5.38;1.61;13.23;-1.02;6;0;0;0;0;2
B4X1349;2018;161;161_2018;9BE0000000008001;15.3;9.7;29/05/2018;129;149;20;8.243056;5.38;2.86;13.23;-1.02;7;0;0;0;0;2
B4X1346;2018;161;161_2018;EBE0000000008001;15.94;11.1;29/05/2018;129;149;20;8.318611;5.38;2.94;13.23;-1.02;8;0;0;0;0;1
B4X1341;2018;161;161_2018;8BE0000000008001;16.03;10.3;29/05/2018;129;149;20;8.347778;5.38;2.96;13.23;-1.02;9;0;0;0;0;2
B4X1348;2018;161;161_2018;6BE0000000008001;14.52;8.9;29/05/2018;129;149;20;9.993611;5.38;4.61;13.23;-1.02;10;0;0;0;0;1
B4P8993;2017;162;162_2017;2.3E+15;16.09;9.6;24/05/2017;124;144;20;19.847222;5.45;14.40;13.22;-0.86;1;0;0;0;0;1
B4P8995;2017;162;162_2017;4.3E+15;15.8;8.9;25/05/2017;124;145;21;7.716944;5.43;2.28;13.22;-0.86;2;0;0;0;1;1
B4P8991;2017;162;162_2017;3.3E+15;16.55;9.8;25/05/2017;124;145;21;7.950833;5.43;2.52;13.22;-0.86;3;0;0;0;0;1
B4P8992;2017;162;162_2017;1.3E+15;16.01;9.9;25/05/2017;124;145;21;8.227222;5.43;2.79;13.22;-0.86;4;0;0;0;0;2
B4P8996;2017;162;162_2017;C300000000008001;15.43;8.9;25/05/2017;124;145;21;8.248611;5.43;2.82;13.22;-0.86;5;0;0;0;0;1
B4X1368;2018;162;162_2018;5DE0000000008001;16.53;12.5;28/05/2018;129;148;19;6.957222;5.40;1.56;13.23;-0.52;1;0;0;0;0;1
B4X1366;2018;162;162_2018;DDE0000000008001;17.03;12;28/05/2018;129;148;19;7.258333;5.40;1.86;13.23;-0.52;2;0;0;0;0;1
B4X1361;2018;162;162_2018;F3E0000000008001;16.92;11.7;28/05/2018;129;148;19;7.363611;5.40;1.96;13.23;-0.52;3;0;0;0;0;1
B4X1364;2018;162;162_2018;0BE0000000008001;17.04;12.8;28/05/2018;129;148;19;7.407500;5.40;2.01;13.23;-0.52;4;0;0;0;0;1
B4X1362;2018;162;162_2018;73E0000000008001;17.2;12.9;28/05/2018;129;148;19;7.444722;5.40;2.04;13.23;-0.52;5;1;0;1;1;2
B4X1363;2018;162;162_2018;B3E0000000008001;16.59;11.8;28/05/2018;129;148;19;7.599167;5.40;2.20;13.23;-0.52;6;0;0;0;0;1
B4X1367;2018;162;162_2018;9DE0000000008001;16.57;11.9;28/05/2018;129;148;19;7.619722;5.40;2.22;13.23;-0.52;7;0;0;0;0;1
B4X1365;2018;162;162_2018;3DE0000000008001;16.67;12.2;28/05/2018;129;148;19;7.652500;5.40;2.25;13.23;-0.52;8;0;0;0;0;1
B4P8914;2017;163;163_2017;B400000000008001;15.28;7.4;21/05/2017;120;141;21;9.538611;5.50;4.04;13.22;-1.12;1;0;0;0;0;2
B4P8917;2017;163;163_2017;2C00000000008001;17.1;10.7;21/05/2017;120;141;21;9.547222;5.50;4.05;13.22;-1.12;2;0;1;1;0;1
B4P8915;2017;163;163_2017;A400000000008001;16;8.4;21/05/2017;120;141;21;9.626111;5.50;4.13;13.22;-1.12;3;0;0;0;0;2
B4P8913;2017;163;163_2017;6.4E+15;17.24;11.3;21/05/2017;120;141;21;9.666667;5.50;4.17;13.22;-1.12;4;0;0;0;0;1
B4P8916;2017;163;163_2017;AC00000000008001;17.3;10.5;21/05/2017;120;141;21;9.696389;5.50;4.20;13.22;-1.12;5;0;0;0;0;1
B4X1653;2018;163;163_2018;3CE0000000008001;17.06;11.4;05/06/2018;137;156;19;9.783056;5.30;4.48;13.24;-0.78;1;0;0;0;0;2
B4X1654;2018;163;163_2018;BCE0000000008001;17.89;10.6;05/06/2018;137;156;19;9.991667;5.30;4.69;13.24;-0.78;2;0;0;0;0;1
B4X1655;2018;163;163_2018;7CE0000000008001;16.37;10.7;05/06/2018;137;156;19;13.910833;5.30;8.61;13.24;-0.78;3;0;0;0;1;2
B4P9776;2017;165;165_2017;2.4E+14;16.85;11.6;11/06/2017;142;162;20;10.996667;5.27;5.73;13.26;NA;1;0;0;0;0;1
B4P9775;2017;165;165_2017;DE40000000008001;17.28;9.7;11/06/2017;142;162;20;11.492778;5.27;6.23;13.26;NA;2;0;0;0;0;1
B4P9777;2017;165;165_2017;1A40000000008001;16.82;11.1;11/06/2017;142;162;20;11.519167;5.27;6.25;13.26;NA;3;0;0;0;0;1
B4P9778;2017;165;165_2017;F640000000008001;17.28;11.1;11/06/2017;142;162;20;11.548056;5.27;6.28;13.26;NA;4;0;0;0;0;1
B4P9774;2017;165;165_2017;2.64E+15;16.48;9.6;11/06/2017;142;162;20;11.735000;5.27;6.47;13.26;NA;5;0;1;1;0;1
B4X1305;2018;166;166_2018;7.82E+15;16.45;10.6;28/05/2018;128;148;20;7.718333;5.40;2.32;13.23;NA;1;0;0;0;0;2
B4X1304;2018;166;166_2018;0F20000000008001;17.72;11.1;28/05/2018;128;148;20;7.984167;5.40;2.58;13.23;NA;2;1;1;1;1;1
B4X1301;2018;166;166_2018;08A0000000008001;17.31;10.4;28/05/2018;128;148;20;8.067500;5.40;2.67;13.23;NA;3;0;0;0;1;2
B4X1302;2018;166;166_2018;20A0000000008001;16.78;11;28/05/2018;128;148;20;8.075833;5.40;2.68;13.23;NA;4;1;0;1;0;2
B4X1303;2018;166;166_2018;CF20000000008001;15.99;10.6;28/05/2018;128;148;20;10.312500;5.40;4.91;13.23;NA;5;0;0;0;0;2
B4X1306;2018;166;166_2018;2.72E+15;16.83;11.5;28/05/2018;128;148;20;17.352778;5.40;11.95;13.23;NA;6;0;0;0;0;1
B4X1307;2018;166;166_2018;5.22E+15;16.21;10.4;28/05/2018;128;148;20;17.369444;5.40;11.97;13.23;NA;7;0;0;0;0;2
B4P9475;2017;167;167_2017;0A80000000008001;17.18;10.1;28/05/2017;127;148;21;10.223611;5.38;4.84;13.23;-0.96;1;0;0;0;0;1
B4P9469;2017;167;167_2017;A880000000008001;16.16;9.7;28/05/2017;127;148;21;10.770000;5.38;5.39;13.23;-0.96;2;0;0;0;0;2
B4P9470;2017;167;167_2017;6.88E+15;16.68;9.8;28/05/2017;127;148;21;11.714444;5.38;6.33;13.23;-0.96;3;0;0;0;0;1
B4P9468;2017;167;167_2017;E280000000008001;17.48;10.5;28/05/2017;127;148;21;11.797222;5.38;6.41;13.23;-0.96;4;0;0;0;0;1
B4P9473;2017;167;167_2017;1.88E+15;16.73;10.2;28/05/2017;127;148;21;12.445833;5.38;7.06;13.23;-0.96;5;0;0;0;1;1
B4P9753;2017;168;168_2017;8.24E+15;15.63;9;07/06/2017;137;158;21;7.620833;5.28;2.34;13.25;-0.41;1;0;0;0;0;2
B4P9751;2017;168;168_2017;4.4E+14;14.76;7.6;07/06/2017;137;158;21;7.691944;5.28;2.41;13.25;-0.41;2;0;0;0;0;2
B4P9752;2017;168;168_2017;DC40000000008001;15.28;9.1;07/06/2017;137;158;21;7.725833;5.28;2.44;13.25;-0.41;3;0;1;1;1;2
B4P9754;2017;168;168_2017;CE40000000008001;16.21;9.9;07/06/2017;137;158;21;7.742222;5.28;2.46;13.25;-0.41;4;0;0;0;1;2
B4P9750;2017;168;168_2017;1C40000000008001;15.52;8.5;07/06/2017;137;158;21;7.745278;5.28;2.46;13.25;-0.41;5;0;0;0;1;2
B4P8981;2017;169;169_2017;D300000000008001;16.05;10.1;25/05/2017;124;145;21;10.633056;5.43;5.20;13.22;-1.41;1;0;0;0;0;1
B4P8980;2017;169;169_2017;8E00000000008001;16.15;10.3;25/05/2017;124;145;21;11.080000;5.43;5.65;13.22;-1.41;2;0;0;0;0;2
B4P8983;2017;169;169_2017;2E00000000008001;15.62;9.1;25/05/2017;124;145;21;11.845833;5.43;6.41;13.22;-1.41;3;0;0;0;0;2
B4P8985;2017;169;169_2017;7.3E+15;15.18;9;25/05/2017;124;145;21;13.423611;5.43;7.99;13.22;-1.41;4;0;0;0;0;1
B4P8982;2017;169;169_2017;5E+14;15.82;9.4;25/05/2017;124;145;21;13.448611;5.43;8.02;13.22;-1.41;5;0;0;0;0;1
B4P8984;2017;169;169_2017;B300000000008001;14.97;7.9;25/05/2017;124;145;21;13.492500;5.43;8.06;13.22;-1.41;6;0;0;0;0;2
B4X1256;2018;172;172_2018;D660000000008001;17.05;10.2;30/05/2018;131;150;19;10.453056;5.37;5.09;13.23;-1.10;1;0;0;0;0;2
B4X1260;2018;172;172_2018;E160000000008001;17.95;11.7;30/05/2018;131;150;19;11.452500;5.37;6.09;13.23;-1.10;2;0;0;0;0;1
B4X1259;2018;172;172_2018;7.56E+15;17.3;10.7;30/05/2018;131;150;19;16.114167;5.37;10.75;13.23;-1.10;3;0;0;0;0;2
B4X1254;2018;172;172_2018;F560000000008001;17.7;10.8;30/05/2018;131;150;19;18.142778;5.37;12.78;13.23;-1.10;4;0;0;0;0;1
B4X1261;2018;172;172_2018;0D60000000008001;18.05;10.9;31/05/2018;131;151;20;6.375000;5.35;1.03;13.23;-1.10;5;0;0;0;0;1
B4X1262;2018;172;172_2018;8D60000000008001;16.8;9.9;31/05/2018;131;151;20;6.456389;5.35;1.11;13.23;-1.10;6;0;0;0;0;2
B4X1253;2018;172;172_2018;1D60000000008001;17.7;10.7;31/05/2018;131;151;20;6.521111;5.35;1.17;13.23;-1.10;7;0;0;0;0;1
B4X1263;2018;172;172_2018;2.16E+15;18.1;10.8;31/05/2018;131;151;20;7.089722;5.35;1.74;13.23;-1.10;8;0;0;0;0;1
B4X1258;2018;172;172_2018;1.6E+14;17.45;10.5;31/05/2018;131;151;20;7.095833;5.35;1.75;13.23;-1.10;9;0;0;0;0;1
B4X1257;2018;172;172_2018;DE60000000008001;18.5;11.6;31/05/2018;131;151;20;7.167500;5.35;1.82;13.23;-1.10;10;0;0;0;0;1
B4P8683;2017;174;174_2017;C440000000008001;15.91;8.4;31/05/2017;131;151;20;5.965000;5.35;0.61;13.23;-0.10;1;0;0;0;0;2
B4P8686;2017;174;174_2017;D840000000008001;17;9.2;31/05/2017;131;151;20;8.488333;5.35;3.14;13.23;-0.10;2;0;0;0;0;1
B4P8688;2017;174;174_2017;E440000000008001;16.82;9.6;31/05/2017;131;151;20;8.925556;5.35;3.58;13.23;-0.10;3;0;0;0;1;1
B4P8685;2017;174;174_2017;4.44E+15;16.7;8.5;31/05/2017;131;151;20;9.301111;5.35;3.95;13.23;-0.10;4;0;0;0;1;2
B4P8682;2017;174;174_2017;1.44E+15;15.99;8.7;31/05/2017;131;151;20;9.787222;5.35;4.44;13.23;-0.10;5;0;0;0;0;2
B4P8687;2017;174;174_2017;2.44E+15;16.06;9.3;31/05/2017;131;151;20;9.915278;5.35;4.57;13.23;-0.10;6;0;0;0;0;2
B4P8689;2017;174;174_2017;8.44E+15;15.33;8.3;31/05/2017;131;151;20;10.373889;5.35;5.02;13.23;-0.10;7;0;0;0;1;2
B4P8684;2017;174;174_2017;F840000000008001;15.86;7.7;31/05/2017;131;151;20;10.409167;5.35;5.06;13.23;-0.10;8;0;0;0;0;2
B4X1744;2018;174;174_2018;BF50000000008001;17.48;11.9;30/05/2018;131;150;19;11.604167;5.37;6.24;13.23;-1.04;1;0;0;0;0;2
B4X1745;2018;174;174_2018;90D0000000008001;17.52;11.7;30/05/2018;131;150;19;14.819722;5.37;9.45;13.23;-1.04;2;0;0;0;0;1
B4X1746;2018;174;174_2018;8F50000000008001;17.01;11.2;30/05/2018;131;150;19;14.892500;5.37;9.53;13.23;-1.04;3;1;0;1;1;2
B4X1749;2018;174;174_2018;74D0000000008001;17.17;11.3;30/05/2018;131;150;19;15.143889;5.37;9.78;13.23;-1.04;4;0;0;0;0;2
B4X1743;2018;174;174_2018;A750000000008001;18.32;12.3;30/05/2018;131;150;19;15.200278;5.37;9.83;13.23;-1.04;5;0;0;0;0;1
B4X1748;2018;174;174_2018;5CD0000000008001;17.86;12.1;31/05/2018;131;151;20;7.561667;5.35;2.21;13.23;-1.04;6;0;0;0;0;1
B4X1747;2018;174;174_2018;44D0000000008001;16.53;10.6;31/05/2018;131;151;20;8.128056;5.35;2.78;13.23;-1.04;7;1;1;1;0;1
B4P9757;2017;177;177_2017;1.64E+15;17.1;10.9;08/06/2017;139;159;20;12.127222;5.28;6.84;13.25;-0.57;1;0;0;0;0;2
B4P9758;2017;177;177_2017;2E40000000008001;17.39;11.7;08/06/2017;139;159;20;13.002222;5.28;7.72;13.25;-0.57;2;0;0;0;0;1
B4P9756;2017;177;177_2017;5.14E+15;17.79;11.2;08/06/2017;139;159;20;16.213889;5.28;10.93;13.25;-0.57;3;0;0;0;0;1
B4P9759;2017;177;177_2017;1.94E+15;17.17;11.4;08/06/2017;139;159;20;16.216389;5.28;10.93;13.25;-0.57;4;0;0;0;0;1
B4P9755;2017;177;177_2017;A940000000008001;16.66;10.9;08/06/2017;139;159;20;16.895556;5.28;11.61;13.25;-0.57;5;0;0;0;0;1
B4P9623;2018;178;178_2018;9.56E+15;16.65;9.8;27/05/2018;128;147;19;6.238333;5.40;0.84;13.22;-1.55;1;0;0;0;0;2
B4P9618;2018;178;178_2018;E560000000008001;17.2;11.2;28/05/2018;128;148;20;7.735278;5.40;2.34;13.23;-1.55;2;0;0;0;0;1
B4P9617;2018;178;178_2018;B420000000008001;17.05;10.3;28/05/2018;128;148;20;7.856944;5.40;2.46;13.23;-1.55;3;0;0;0;0;2
B4P9621;2018;178;178_2018;8.96E+15;17.65;11.6;28/05/2018;128;148;20;8.105278;5.40;2.71;13.23;-1.55;4;0;0;0;0;1
B4P9624;2018;178;178_2018;9D60000000008001;16.5;10.7;28/05/2018;128;148;20;8.168333;5.40;2.77;13.23;-1.55;5;0;0;0;0;2
B4P9622;2018;178;178_2018;A160000000008001;16.6;10.6;28/05/2018;128;148;20;8.176944;5.40;2.78;13.23;-1.55;6;0;0;0;0;2
B4P9620;2018;178;178_2018;E620000000008001;16.7;10.8;28/05/2018;128;148;20;12.281944;5.40;6.88;13.23;-1.55;7;0;0;0;0;1
B4P9616;2018;178;178_2018;2A20000000008001;16.3;9.7;28/05/2018;128;148;20;12.303889;5.40;6.90;13.23;-1.55;8;0;0;0;0;2
B4P9619;2018;178;178_2018;0E60000000008001;15.5;7.8;28/05/2018;128;148;20;12.806389;5.40;7.41;13.23;-1.55;9;0;0;0;0;1
B4P9605;2018;18;18_2018;3.42E+15;16.11;9.6;28/05/2018;128;148;20;8.667778;5.40;3.27;13.23;-0.62;1;0;0;0;0;2
B4P9607;2018;18;18_2018;A220000000008001;17.4;11.4;28/05/2018;128;148;20;8.711944;5.40;3.31;13.23;-0.62;2;0;0;0;0;2
B4P9603;2018;18;18_2018;6C20000000008001;17.04;11.3;28/05/2018;128;148;20;11.744444;5.40;6.34;13.23;-0.62;3;0;0;0;0;2
B4P9604;2018;18;18_2018;9.42E+15;16.62;10.6;28/05/2018;128;148;20;13.195000;5.40;7.80;13.23;-0.62;4;0;0;0;0;2
B4P9601;2018;18;18_2018;D420000000008001;17.6;11.6;28/05/2018;128;148;20;13.269167;5.40;7.87;13.23;-0.62;5;0;0;0;0;2
B4P9602;2018;18;18_2018;DC20000000008001;17.55;11.2;28/05/2018;128;148;20;13.287222;5.40;7.89;13.23;-0.62;6;0;0;0;0;1
B4P9606;2018;18;18_2018;EE20000000008001;16.57;10.1;28/05/2018;128;148;20;13.548056;5.40;8.15;13.23;-0.62;7;0;0;0;0;2
B4P8198;2017;180;180_2017;E500000000008001;17.01;10.1;26/05/2017;127;146;19;11.458333;5.42;6.04;13.23;-1.29;1;1;1;1;0;2
B4P8199;2017;180;180_2017;6B00000000008001;16.46;8.6;27/05/2017;127;147;20;10.306667;5.40;4.91;13.23;-1.29;2;1;1;1;0;2
B4P9801;2017;180;180_2017;BD00000000008001;16.4;9.3;28/05/2017;127;148;21;8.718333;5.38;3.34;13.23;-1.29;3;1;0;1;0;2
B4P8197;2017;180;180_2017;5.3E+15;15.98;9;28/05/2017;127;148;21;8.756667;5.38;3.37;13.23;-1.29;4;1;1;1;0;1
B4P8200;2017;180;180_2017;9.3E+15;16.35;9.3;28/05/2017;127;148;21;8.766667;5.38;3.38;13.23;-1.29;5;1;1;1;0;1
B4P8973;2017;181;181_2017;C500000000008001;16.57;10.5;23/05/2017;123;143;20;11.726944;5.47;6.26;13.22;-1.35;1;0;0;0;1;2
B4P8972;2017;181;181_2017;CE00000000008001;16.19;9.9;23/05/2017;123;143;20;11.765278;5.47;6.30;13.22;-1.35;2;1;1;1;1;2
B4P8970;2017;181;181_2017;4.5E+15;16.35;10.7;23/05/2017;123;143;20;11.843056;5.47;6.38;13.22;-1.35;3;0;0;0;0;1
B4P8971;2017;181;181_2017;AE00000000008001;15.32;8.5;23/05/2017;123;143;20;12.251111;5.47;6.78;13.22;-1.35;4;0;0;0;1;2
B4P8975;2017;181;181_2017;E900000000008001;14.98;8.9;23/05/2017;123;143;20;12.341944;5.47;6.88;13.22;-1.35;5;0;0;0;0;2
B4P8974;2017;181;181_2017;A100000000008001;15.28;9.1;23/05/2017;123;143;20;12.352778;5.47;6.89;13.22;-1.35;6;0;0;0;0;2
B4X1265;2018;182;182_2018;62E0000000008001;17.1;10.5;31/05/2018;131;151;20;12.643889;5.35;7.29;13.23;-0.17;1;0;0;0;0;1
B4X1269;2018;182;182_2018;5BA0000000008001;15.75;8.1;01/06/2018;131;152;21;5.923611;5.35;0.57;13.23;-0.17;2;0;0;0;0;2
B4X1270;2018;182;182_2018;4.56E+15;16.6;10.3;01/06/2018;131;152;21;6.068889;5.35;0.72;13.23;-0.17;3;0;0;0;0;1
B4X1268;2018;182;182_2018;A560000000008001;17.1;9.5;01/06/2018;131;152;21;6.112222;5.35;0.76;13.23;-0.17;4;0;1;1;0;1
B4X1266;2018;182;182_2018;4AE0000000008001;16.35;9;01/06/2018;131;152;21;6.539722;5.35;1.19;13.23;-0.17;5;0;0;0;0;1
B4X1264;2018;182;182_2018;9DA0000000008001;16.65;9.8;01/06/2018;131;152;21;7.337500;5.35;1.99;13.23;-0.17;6;0;0;0;0;1
B4X1267;2018;182;182_2018;7BA0000000008001;17.3;10.6;01/06/2018;131;152;21;7.383889;5.35;2.03;13.23;-0.17;7;0;0;0;0;1
B4X1271;2018;182;182_2018;3.96E+15;16.55;10.3;01/06/2018;131;152;21;7.421389;5.35;2.07;13.23;-0.17;8;0;0;0;0;1
B4X1272;2018;182;182_2018;4D60000000008001;15;7.1;01/06/2018;131;152;21;7.518889;5.35;2.17;13.23;-0.17;9;0;0;0;0;1
B4X1029;2018;183;183_2018;23A0000000008001;17.4;11.4;27/05/2018;130;147;17;18.465278;5.40;13.07;13.22;-1.42;1;1;1;1;0;1
B4X1027;2018;183;183_2018;51E0000000008001;16.43;9.6;28/05/2018;130;148;18;8.056389;5.40;2.66;13.23;-1.42;2;0;0;0;0;1
B4X1022;2018;183;183_2018;6FA0000000008001;16.97;11;28/05/2018;130;148;18;8.454444;5.40;3.05;13.23;-1.42;3;0;0;0;0;1
B4X1031;2018;183;183_2018;3BA0000000008001;16.9;10.1;28/05/2018;130;148;18;8.618056;5.40;3.22;13.23;-1.42;4;0;0;0;0;2
B4X1026;2018;183;183_2018;69E0000000008001;17.27;11.2;28/05/2018;130;148;18;8.677222;5.40;3.28;13.23;-1.42;5;0;0;0;0;1
B4X1023;2018;183;183_2018;57A0000000008001;16.82;10.8;28/05/2018;130;148;18;8.700833;5.40;3.30;13.23;-1.42;6;0;0;0;0;1
B4X1030;2018;183;183_2018;BBA0000000008001;17.1;10.2;28/05/2018;130;148;18;9.170278;5.40;3.77;13.23;-1.42;7;0;0;0;0;1
B4X1025;2018;183;183_2018;3FA0000000008001;16.72;10.1;28/05/2018;130;148;18;9.212222;5.40;3.81;13.23;-1.42;8;0;0;0;0;2
B4X1024;2018;183;183_2018;73A0000000008001;16.53;9.6;28/05/2018;130;148;18;9.233333;5.40;3.83;13.23;-1.42;9;0;0;0;0;2
B4P9862;2017;185;185_2017;D540000000008001;16.85;11.8;14/06/2017;146;165;19;20.596389;5.27;15.33;13.28;NA;1;0;1;1;0;1
B4P9863;2017;185;185_2017;F740000000008001;16.99;12.1;14/06/2017;146;165;19;20.640278;5.27;15.37;13.28;NA;2;0;0;0;0;2
B4X1078;2018;187;187_2018;AFA0000000008001;17.05;9.8;31/05/2018;131;151;20;8.744722;5.35;3.39;13.23;NA;1;0;0;0;1;1
B4X1077;2018;187;187_2018;8.6E+14;16.93;8.8;01/06/2018;131;152;21;5.943333;5.35;0.59;13.23;NA;2;1;0;1;1;2
B4X1079;2018;187;187_2018;C3A0000000008001;15.96;9;01/06/2018;131;152;21;8.841389;5.35;3.49;13.23;NA;3;0;0;0;1;2
B4X1083;2018;187;187_2018;21E0000000008001;16.56;9.5;01/06/2018;131;152;21;8.907778;5.35;3.56;13.23;NA;4;0;0;0;1;2
B4X1080;2018;187;187_2018;15E0000000008001;16.34;9.3;02/06/2018;131;153;22;6.647778;5.33;1.31;13.23;NA;5;0;0;0;0;1
B4P8942;2017;188;188_2017;4.9E+15;15.05;8.3;25/05/2017;122;145;23;11.233889;5.43;5.80;13.22;-0.91;1;0;0;0;1;2
B4P8936;2017;188;188_2017;B100000000008001;15.39;8.2;25/05/2017;122;145;23;11.559722;5.43;6.13;13.22;-0.91;2;1;1;1;0;1
B4P8939;2017;188;188_2017;C900000000008001;14.77;7.6;25/05/2017;122;145;23;12.047778;5.43;6.61;13.22;-0.91;3;1;1;1;1;1
B4P8940;2017;188;188_2017;E200000000008001;14;7.4;25/05/2017;122;145;23;12.072778;5.43;6.64;13.22;-0.91;4;1;1;1;0;2
